company_name,website,sector,contact_name,email,linkedin,location,employee_count,source,ai_score,ai_reason,tag,phone,google_rating,place_id,search_town,category,enrichment_source,enrichment_status,ai_enriched,email_guessed,contact_verified,generic_email,contact_names,personal_email_guesses,contact_titles,multiple_contacts,principal_name,principal_email_guess,facebook_url,contact_email,team_email_guesses,email_type,name_review_needed,missing_email,website_verified,data_score,enrichment_attempts,confidence_score,refinement_notes,contact_source,last_enriched_date,mailshot_category,missing_name_final,data_quality
Peachy Pilates,http://www.peachypilatessurrey.co.uk/,Pilates Studio,,,,"Critchmere Hill, Haslemere GU27 1LS, UK",,,7,Suitable for small group classes in a wellness-focused environment,wellness,07973 429396,,,,unit8,not_found,incomplete,,,,info@peachypilatessurrey.co.uk,,,,,,,,,,,,,,,,,,,,,,
Pitchakorn Thai massage and Therapy.,https://www.pitchakornthaimassage.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16344937149951726039,Massage Therapy,,c.pitchakorn@gmail.com,,"Fernhurst, Haslemere GU27 3EP, UK",,,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,07421 094435,5/5 (22 reviews),,,unit8,website,missing_name,,false,,info@pitchakornthaimassage.com,Pitchakorn Thai Massage.,pitchakorn.massage@pitchakornthaimassage.com; p.massage@pitchakornthaimassage.com; pitchakorn@pitchakornthaimassage.com; massage@pitchakornthaimassage.com; pitchakorn_massage@pitchakornthaimassage.com; pitchakornmassage@pitchakornthaimassage.com; pitchakornm@pitchakornthaimassage.com; pm@pitchakornthaimassage.com,,FALSE,,,,,,,,,,,,,,,,,,
Seahorse and Starfish Neurofeedback & Reflexology,https://www.seahorseandstarfish.com/,Massage Therapy,,edwina@seahorseandstarfish.com,https://www.linkedin.com/in/edwinadowling/,"The Haslemere Clinic, Haddon House",,,8,Massage therapy fits well in a client-facing health/wellness practice,wellness,07595 221459,5/5 (3 reviews),,,unit8,website,missing_name,,false,,info@seahorseandstarfish.com,Neurofeedback & Reflexology,edwina@seahorseandstarfish.com; neurofeedback.reflexology@seahorseandstarfish.com; n.reflexology@seahorseandstarfish.com; neurofeedback@seahorseandstarfish.com; reflexology@seahorseandstarfish.com; neurofeedback_reflexology@seahorseandstarfish.com; neurofeedbackreflexology@seahorseandstarfish.com; neurofeedbackr@seahorseandstarfish.com; nr@seahorseandstarfish.com,,FALSE,,,,,,,,,,,,,,,,,,
Amarna Spa,http://www.lythehill.co.uk/,General Wellness,,reception@lythehill.com,https://www.linkedin.com/company/lythe-hill-hotel-&-spa/,"Chiddingfold, Haslemere GU27 3BQ, UK",,,5,Wellness focus but may require larger space for spa services,wellness,01428 744860,4.1/5 (25 reviews),,,unit8,website,missing_name,,false,false,reception@lythehill.com,Experience Lythe Hill; Gift Vouchers; Special Interest Packages; Central Reservations; Under Pressure; Quid Games; Soap Box Derby; Living Wall Workshop,experience.hill@lythehill.co.uk; e.hill@lythehill.co.uk; experience@lythehill.co.uk; hill@lythehill.co.uk; experience_hill@lythehill.co.uk; experiencehill@lythehill.co.uk; experienceh@lythehill.co.uk; eh@lythehill.co.uk,; ; ; ; ; ; ; ,TRUE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Experience Lythe Hill; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
HolisticHands,https://www.holistichands.co.uk/,Massage Therapy,,treatments@holistichands.co.uk,,"Grayshott, Hindhead GU26 6JW, UK",,,9,"Ideal for client-facing massage therapy in a quiet, professional space",wellness,07961 599938,5/5 (1 reviews),,,unit8,website,missing_name,,false,,info@holistichands.co.uk,Holistic Hands; Manual Lymphatic Drainage; Business Hours,treatments@holistichands.co.uk; holistic.hands@holistichands.co.uk; h.hands@holistichands.co.uk; holistic@holistichands.co.uk; hands@holistichands.co.uk; holistic_hands@holistichands.co.uk; holistichands@holistichands.co.uk; holistich@holistichands.co.uk; hh@holistichands.co.uk,; ; ,TRUE,,,,,,,,,,,,,,,,,,
Holistic Healing: Birth Trauma Resolution Therapy,https://truebirthuk.wixsite.com/holistichealingbtr,General Wellness,,holistichealingbtr@gmail.com,,"Hazelbank Cl, Liphook GU30 7BZ, UK",,,9,"Holistic healing therapy is well-suited for a quiet, professional space for client-facing sessions.",wellness,07881 447605,,,,unit8,website,missing_name,,false,,info@truebirthuk.wixsite.com,Birth Trauma,birth.trauma@truebirthuk.wixsite.com; b.trauma@truebirthuk.wixsite.com; birth@truebirthuk.wixsite.com; trauma@truebirthuk.wixsite.com; birth_trauma@truebirthuk.wixsite.com; birthtrauma@truebirthuk.wixsite.com; birtht@truebirthuk.wixsite.com; bt@truebirthuk.wixsite.com,,FALSE,,,,,,,,,,,,,,,,,,
She Was The Storm,https://www.shewasthestorm.com/,General Wellness,,,,"Grasslands Cl, Haslemere GU27 3FB, UK",,,7,"Wellness-focused business, likely suitable for client-facing services but may need more space for growth.",wellness,07581 327062,,,,unit8,companies_house,incomplete,,,false,info@mysite.com,Paul Street,paul.street@shewasthestorm.com; p.street@shewasthestorm.com; pauls@shewasthestorm.com; ps@shewasthestorm.com; street@shewasthestorm.com; paul@shewasthestorm.com; paul_street@shewasthestorm.com; paulstreet@shewasthestorm.com,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Paul Street; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Haslemere Leisure Centre,https://www.everyoneactive.com/centre/haslemere-leisure-centre/,Fitness & Wellness,,,,"King's Rd, Haslemere GU27 2QT, UK",,,1,Large gym chain not suitable for small professional space,wellness,01428 658484,4.1/5 (334 reviews),,,unit8,not_found,incomplete,,,,info@everyoneactive.com,,,,,,,,,,,,,,,,,,,,,,
Liphook Therapy Room,https://www.uktherapyrooms.co.uk/united-kingdom/liphook/therapy-room/therapy-room-to-rent-in-liphook-hampshire,General Wellness,,,https://www.linkedin.com/company/uk-therapy-rooms,"Chiltlee Manor, Haslemere Rd, Liphook GU30 7AZ",,,8,Suitable for client-facing health and wellness practices,wellness,07971 932860,5/5 (2 reviews),,,unit8,website,incomplete,,,false,info@uktherapyrooms.co.uk,Daniel Glazer,locationabout.uk@uktherapyrooms.co.uk | l.uk@uktherapyrooms.co.uk | locationabout@uktherapyrooms.co.uk | uk@uktherapyrooms.co.uk | locationabout_uk@uktherapyrooms.co.uk | locationaboutuk@uktherapyrooms.co.uk | locationaboutu@uktherapyrooms.co.uk | lu@uktherapyrooms.co.uk,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:LocationAbout UK; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Serene Nutrition,https://serene-nutrition.co.uk/,Nutrition,,,,"71-73 Wey Hill, Haslemere GU27 1HN, UK",,,6,Currently home-based looking to upgrade,wellness,07866 113146,5/5 (4 reviews),,,unit8,companies_house,incomplete,,,false,info@serene-nutrition.co.uk,Serene Nutrition,serene.nutrition@serene-nutrition.co.uk; s.nutrition@serene-nutrition.co.uk; serenen@serene-nutrition.co.uk; sn@serene-nutrition.co.uk; nutrition@serene-nutrition.co.uk; serene@serene-nutrition.co.uk; serene_nutrition@serene-nutrition.co.uk; serenenutrition@serene-nutrition.co.uk,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Serene Nutrition; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Wellbeing and Rehab Collective,https://wellbeingandrehabcollective.co.uk/,Physiotherapy,,,,"Smithbrook Kilns, Cranleigh GU6 8JJ, UK",,,9,Physiotherapy requires a clinical space for client consultations and treatments.,clinic-target,01483 962218,5/5 (4 reviews),,,unit8,not_found,incomplete,,,,info@wellbeingandrehabcollective.co.uk,,,,,,,,,,,,,,,,,,,,,,
Cranleigh Leisure Centre,https://www.everyoneactive.com/centre/cranleigh-leisure-centre/,Fitness & Wellness,,,,"Village Way, Cranleigh GU6 8AF, UK",,,1,Large gym chain not suitable for small professional space,wellness,01483 274400,3.9/5 (205 reviews),,,unit8,not_found,incomplete,,,,info@everyoneactive.com,,,,,,,,,,,,,,,,,,,,,,
Cranleigh Medical Practice,http://www.cranleighmedicalpractice.nhs.uk/,General Wellness,,prescriptionservice.bhg@nhs.net,,"18 High St, Cranleigh GU6 8AE, UK",,,1,"NHS public sector clinic, not suitable for a small professional space",clinic-target,01483 273951,4.5/5 (162 reviews),,,unit8,website,missing_name,,false,,info@cranleighmedicalpractice.nhs.uk,Cranleigh Medical,cranleigh.medical@cranleighmedicalpractice.nhs.uk; c.medical@cranleighmedicalpractice.nhs.uk; cranleigh@cranleighmedicalpractice.nhs.uk; medical@cranleighmedicalpractice.nhs.uk; cranleigh_medical@cranleighmedicalpractice.nhs.uk; cranleighmedical@cranleighmedicalpractice.nhs.uk; cranleighm@cranleighmedicalpractice.nhs.uk; cm@cranleighmedicalpractice.nhs.uk,,FALSE,,,,,,,,,,,,,,,,,,
Endurance Works,https://enduranceworks.co.uk/,Physiotherapy,,info@enduranceworks.co.uk,https://www.linkedin.com/in/oliver-pritchard-21a117175?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=android_app,"Barhatch Ln, Cranleigh GU6 7NG, UK",,,6,Wellness-focused but may not require clinical space,wellness,07376 151980,,,,unit8,website,missing_name,,false,,info@enduranceworks.co.uk,Endurance Works; Oliver Pritchard; Physio Bike Fitting; Run Fit; Musculoskeletal Screening; Running Economy,endurance.works@enduranceworks.co.uk; e.works@enduranceworks.co.uk; endurance@enduranceworks.co.uk; works@enduranceworks.co.uk; endurance_works@enduranceworks.co.uk; enduranceworks@enduranceworks.co.uk; endurancew@enduranceworks.co.uk; ew@enduranceworks.co.uk,; ; ; ; ; ,TRUE,,,,,,,,,,,,,,,,,,
23-Fitness,http://www.23-fitness.co.uk/,General Wellness,,,,"9 Sherrydon, Cranleigh GU6 7BY, UK",,,2,Large gym chain not suitable for small professional space,wellness,07825 556184,5/5 (14 reviews),,,unit8,not_found,incomplete,,,,info@23-fitness.co.uk,Fitness Loading,fitness.loading@23-fitness.co.uk; f.loading@23-fitness.co.uk; fitness@23-fitness.co.uk; loading@23-fitness.co.uk; fitness_loading@23-fitness.co.uk; fitnessloading@23-fitness.co.uk; fitnessl@23-fitness.co.uk; fl@23-fitness.co.uk,,FALSE,,,,,,,,,,,,,,,,,,
Surrey Sussex Osteopathy,http://www.surreysussexosteopathy.co.uk/,Osteopathy,,ssosteopathy@gmail.com,,"Ewhurst, Cranleigh GU6 7RJ, UK",,,9,"Osteopathy requires a clinical space for patient treatment, making it highly suitable.",clinic-target,07423 544508,5/5 (15 reviews),,,unit8,website,missing_name,,false,,info@surreysussexosteopathy.co.uk,Medical Acupuncture,medical.acupuncture@surreysussexosteopathy.co.uk; m.acupuncture@surreysussexosteopathy.co.uk; medical@surreysussexosteopathy.co.uk; acupuncture@surreysussexosteopathy.co.uk; medical_acupuncture@surreysussexosteopathy.co.uk; medicalacupuncture@surreysussexosteopathy.co.uk; medicala@surreysussexosteopathy.co.uk; ma@surreysussexosteopathy.co.uk,,FALSE,,,,,,,,,,,,,,,,,,
The Skin Clinic Surrey,http://www.theskinclinicsurrey.co.uk/,General Wellness,,,,"Smithbrook Kilns, Cranleigh GU6 8JJ, UK",,,9,"The Skin Clinic Surrey fits well as a client-facing health practice, providing services in a professional and quiet environment.",clinic-target,,5/5 (14 reviews),,,unit8,website,missing_name,,,,info@theskinclinicsurrey.co.uk,,,,,,,,,,,,,,,,,,,,,,
Cranleigh Foot Clinic,https://cranleighfootclinic.com/,General Wellness,,,,"128 High St, Cranleigh GU6 8RF, UK",,,9,Specialized health clinic suitable for client-facing services.,clinic-target,01483 276178,,,,unit8,website,missing_name,,,,info@cranleighfootclinic.com,,,,,,,,,,,,,,,,,,,,,,
Cranleigh Pharmacy & Travel Clinic,http://www.alphega-pharmacy.co.uk/pharmacy/cranleigh/cranleigh-pharmacy,General Wellness,,,,"128 High St, Cranleigh GU6 8RF, UK",,,5,"Pharmacy services may fit, but the focus on travel clinic suggests a larger operation that might outgrow the space.",wellness,01483 274323,4.5/5 (22 reviews),,,unit8,not_found,incomplete,,,,info@alphega-pharmacy.co.uk,,,,,,,,,,,,,,,,,,,,,,
Dr N Charkin,http://www.courtyardsurgery.com/,General Wellness,,,,"London Rd, Horsham RH12 1AT, UK",,,8,Private health clinic suitable for client-facing services,clinic-target,01403 330320,5/5 (1 reviews),,,unit8,companies_house,incomplete,,,false,info@courtyardsurgery.com,Dr N Charkin,n.charkin@courtyardsurgery.com | n@courtyardsurgery.com | charkin@courtyardsurgery.com | n_charkin@courtyardsurgery.com | ncharkin@courtyardsurgery.com | nc@courtyardsurgery.com,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:N Charkin; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Warren House Dental Practice,http://www.warrenhousedental.co.uk/,Dental Practice,,,https://linkedin.com/in/warren-house-dental-practice,"92 High St, Cranleigh GU6 8AJ, UK",,,9,Cosmetic dentist practice fits well in a professional clinical space.,clinic-target,01483 274664,4.8/5 (30 reviews),,,unit8,companies_house,incomplete,,,false,info@warrenhousedental.co.uk,,nathan.green@warrenhousedental.co.uk | n.green@warrenhousedental.co.uk | nathan@warrenhousedental.co.uk | green@warrenhousedental.co.uk | nathan_green@warrenhousedental.co.uk | nathangreen@warrenhousedental.co.uk | nathang@warrenhousedental.co.uk | ng@warrenhousedental.co.uk,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Nathan Green; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Time4Talking,https://time4talking.com/,Mental Health,,,,"Victoria Rd, Cranleigh GU6 8NT, UK",,,8,Suitable for client-facing health/wellness practices,wellness,07932 452598,5/5 (1 reviews),,,unit8,website,missing_name,,,,info@time4talking.com,,,,,,,,,,,,,,,,,,,,,,
Joyce Tranquil Studio,https://www.joycetranquilstudio.co.uk/,Massage Therapy,,,,"24 Ewhurst Rd, Cranleigh GU6 7AE, UK",,,9,Ideal for client-facing massage therapy in a professional setting,wellness,07979 349561,,,,unit8,not_found,incomplete,,,,info@joycetranquilstudio.co.uk,,,,,,,,,,,,,,,,,,,,,,
DG Counselling,http://dgcounselling.uk/,Mental Health,,,,"54 Smithbrook Kilns, Cranleigh GU6 8JJ, UK",,,9,Suitable for client-facing therapeutic services in a quiet space,wellness,,,,,unit8,website,missing_name,,,,info@dgcounselling.uk,,,,,,,,,,,,,,,,,,,,,,
Studio in the Kiln,https://www.studiointhekiln.co.uk/,Fitness & Wellness,,,,"Smithbrook Kilns, Cr GU6 8JJ, UK",,,5,"Fitness and wellness focus, but may not fit well in a small professional space.",wellness,01483 962218,5/5 (5 reviews),,,unit8,not_found,incomplete,,,,info@studiointhekiln.co.uk,,,,,,,,,,,,,,,,,,,,,,
Bramley Natural Health Studio,https://bramley-natural-health.co.uk/,Massage Therapy,,,,"10 High St, Bramley, Guildford GU5 0HF",,,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,01483 890377,5/5 (5 reviews),,,unit8,not_found,incomplete,,,,info@bramley-natural-health.co.uk,,,,,,,,,,,,,,,,,,,,,,
Dr J Whitaker,http://www.witleyandmilforddrs.co.uk/,General Wellness,,,,"Church Rd, Milford GU8 5JD, UK",,,9,Health clinic suitable for client-facing services in a professional space.,clinic-target,01483 414461,4/5 (1 reviews),,,unit8,companies_house,incomplete,,,false,info@witleyandmilforddrs.co.uk,Dr J Whitaker,j.whitaker@witleyandmilforddrs.co.uk | j@witleyandmilforddrs.co.uk | whitaker@witleyandmilforddrs.co.uk | j_whitaker@witleyandmilforddrs.co.uk | jwhitaker@witleyandmilforddrs.co.uk | jw@witleyandmilforddrs.co.uk,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:J Whitaker; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Premier Private GP,https://premierprivategp.co.uk/,General Wellness,,,,"London Rd, Bagshot GU19 5HD, UK",,,9,Private GP practices require a professional and quiet space for client consultations.,clinic-target,01252 224444,4.8/5 (70 reviews),,,unit8,website,missing_name,,,,info@premierprivategp.co.uk,,,,,,,,,,,,,,,,,,,,,,
SJW Counselling,http://www.sjwcounselling.com/,Mental Health,,,,"Portsmouth Rd, Milford, Gardens GU8 5BB",,,9,Counselling is a client-facing health practice suitable for a quiet professional space.,wellness,07415 791961,,,,unit8,website,missing_name,,,,info@sjwcounselling.com,,,,,,,,,,,,,,,,,,,,,,
Petra’s Play Therapy,https://www.petrasplaytherapy.co.uk/,Mental Health,,,,"Witley, Godalming GU8 5QD, UK",,,9,"Play therapy requires a quiet, professional space for client interactions.",wellness,07733 363985,,,,unit8,website,missing_name,,,,info@petrasplaytherapy.co.uk,,,,,,,,,,,,,,,,,,,,,,
YO Flow Yoga,https://yoflowyoga.co.uk/,Yoga/Pilates,,,,"Chiddingfold, Godalming GU8 4RU, UK",,,6,Suitable for small group classes but may outgrow the space,wellness,07393 204443,5/5 (1 reviews),,,unit8,website,missing_name,,,,info@yoflowyoga.co.uk,,,,,,,,,,,,,,,,,,,,,,
BodyHarmonies Massage & Aromatherapy,http://www.bodyharmoniesmassage.co.uk/,Massage Therapy,,,,"Elstead, Godalming GU8 6HQ, UK",,,9,Ideal for client-facing massage therapy services in a professional space.,wellness,01483 425344,5/5 (13 reviews),,,unit8,not_found,incomplete,,,,info@bodyharmoniesmassage.co.uk,,,,,,,,,,,,,,,,,,,,,,
Lorna@InnerBalance,http://lornaatinnerbalance.com/,General Wellness,,,,"Witley, Godalming GU8 5LL, UK",,,8,Suitable for client-facing health and wellness practices,wellness,07810 622093,5/5 (4 reviews),,,unit8,website,missing_name,,false,,info@lornaatinnerbalance.com,,,,,,,,,,,,,,,,,,,,,,
Woodbridge Hill Surgery,https://www.woodbridgehillsurgery.nhs.uk/,General Wellness,,,,"1 Deerbarn Rd, Guildford GU2 8YB, UK",,,1,"NHS clinic, not suitable for a small professional space",clinic-target,01483 573194,3.9/5 (387 reviews),,,unit8,not_found,incomplete,,,,info@woodbridgehillsurgery.nhs.uk,,,,,,,,,,,,,,,,,,,,,,
Bupa Dental Care Merrow Guildford,https://www.bupa.co.uk/dental/dental-care/practices/merrow?y_source=1_MTE2NzAwNzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Aesthetics/Beauty,,,https://www.linkedin.com/company/bupa/,"Merrow, Guildford GU1 2RB, UK",,,4,"While a dental practice fits the clinical space requirement, Bupa is a larger chain which may not be suitable for a small, professional space.",clinic-target,01483 300641,4.7/5 (132 reviews),,,unit8,not_found,incomplete,,,,info@bupa.co.uk,,,,,,,,,,,,,,,,,,,,,,
Penapa Thai Therapeutic Massage,https://www.penapa.com/,Massage Therapy,,,,"Old Merrow St, Guildford GU4 7AY, UK",,,9,Massage therapy is a client-facing health practice that fits well in a professional and quiet space.,wellness,07928 279776,5/5 (70 reviews),,,unit8,website,missing_name,,,,info@penapa.com,,,,,,,,,,,,,,,,,,,,,,
health.spectrum,http://www.health.spectrum.co.uk/,General Wellness,,,,"Wrecclesham, Farnham GU10 4RZ, UK",,,6,Business focuses on health and wellness but may not require a clinical space.,wellness,07703 304374,,,,unit8,not_found,incomplete,,,,info@health.spectrum.co.uk,,,,,,,,,,,,,,,,,,,,,,
PAUSE Wellbeing Studio,http://pausestudio.booksy.com/,Massage Therapy,,,,"10 Borelli Yard, Farnham GU9 7NU, UK",,,9,"Massage therapy requires a quiet, professional space for client interactions.",wellness,07739 899941,5/5 (1 reviews),,,unit8,not_found,incomplete,,,,info@pausestudio.booksy.com,,,,,,,,,,,,,,,,,,,,,,
Integrated Health & Fitness,http://www.integratedhealthandfitness.com/,Yoga/Pilates,,,https://www.linkedin.com/in/patricia-tricia-paisis-oakwell-614a7660/?originalSubdomain=uk,"West End, Woking GU24 9LB, UK",,,5,Business may outgrow the space due to health and fitness focus,wellness,07958 508792,5/5 (11 reviews),,,unit8,website,missing_name,,,,info@integratedhealthandfitness.com,,,,,,,,,,,,,,,,,,,,,,
Community Osteopathic Clinic,http://www.crawleysportsosteo.uk/,Osteopathy,,,,"9a High St, Bramley, Guildford GU5 0HF",,,9,Suitable for clinical space and client-facing health practices,clinic-target,07807 485893,,,,unit8,not_found,incomplete,,,,info@crawleysportsosteo.uk,,,,,,,,,,,,,,,,,,,,,,
bodyy Healthcare,https://www.bodyy.co.uk/bodyyHealthcare,Physiotherapy,,,,"Main Rd, Milford, Stafford ST17 0UW",,,9,Physiotherapy requires a clinical space for client consultations and treatments.,clinic-target,01785 561880,5/5 (23 reviews),,,unit8,not_found,incomplete,,,,info@bodyy.co.uk,,,,,,,,,,,,,,,,,,,,,,
Luan Botha Sports Rehabilitation,https://lbsportsrehab.com/,Massage Therapy,,,,"1 Kings Rd, Shalford, Guildford GU4 8LE",,,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,07903 642450,5/5 (5 reviews),,,unit8,website,missing_name,,,,info@lbsportsrehab.com,,,,,,,,,,,,,,,,,,,,,,
HiP Studio,http://www.hipstudio.co.uk/,Yoga/Pilates,,,,"8 Station Rd, Shalford, Guildford GU4 8HB",,,5,Fitness-focused business may not fully utilize the clinical space,wellness,07900 817009,,,,unit8,website,missing_name,,,,info@hipstudio.co.uk,,,,,,,,,,,,,,,,,,,,,,
Ross Therapy Guildford,https://www.rosstherapy.co.uk/,Therapy,,,,"Peasmarsh, Guildford GU3 1AF, UK",,,9,Suitable for client-facing health and wellness practices,wellness,07983 148551,5/5 (2 reviews),,,unit8,not_found,incomplete,,,,info@rosstherapy.co.uk,,,,,,,,,,,,,,,,,,,,,,
Dr D P Daulton,http://www.wonershsurgery.nhs.uk/,General Wellness,,,,"Wonersh, Guildford GU5 0PE, UK",,,1,"NHS clinic, not suitable for a small professional space",clinic-target,01483 898123,5/5 (1 reviews),,,unit8,companies_house,incomplete,,,false,info@wonershsurgery.nhs.uk,Dr D P Daulton,d.daulton@wonershsurgery.nhs.uk | d@wonershsurgery.nhs.uk | daulton@wonershsurgery.nhs.uk | d_daulton@wonershsurgery.nhs.uk | ddaulton@wonershsurgery.nhs.uk | dd@wonershsurgery.nhs.uk,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:D P Daulton; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Brockley House,http://www.brockleyhouseorthodontics.co.uk/,Dental,,,,"Pilgrims Way, Guildford GU4 8AD, UK",,,9,Private dental practice suitable for client-facing health services,clinic-target,01483 531507,5/5 (32 reviews),,,unit8,not_found,incomplete,,,,info@brockleyhouseorthodontics.co.uk,,,,,,,,,,,,,,,,,,,,,,
Harriet Morris Specialist Speech and Language Therapist,http://www.hmorrissalt.com/,Speech and Language Therapy,,,,"44 The St, Shalford, Guildford GU4 8BU",,,8,"Requires a quiet, professional space for client consultations",wellness,07802 886201,5/5 (9 reviews),,,unit8,not_found,incomplete,,,,info@hmorrissalt.com,,,,,,,,,,,,,,,,,,,,,,
The Byre Private Fitness Studio,https://thebyreguildford.com/,Yoga/Pilates,,,,"Tilehouse Farm, E Shalford Ln, Guildford GU4 8AE",,,5,"Currently a private fitness studio, may not fully utilize the clinical space but could benefit from a professional setting.",wellness,,,,,unit8,not_found,incomplete,,,,info@thebyreguildford.com,,,,,,,,,,,,,,,,,,,,,,
Serenity with moriom,http://www.serenitymoriom.com/,Mental Health,,,,"Paris Parklands, Guildford GU2 9JX, UK",,,7,Wellness-focused business that may benefit from a professional space but could be larger than Unit 8.,wellness,07394 034880,5/5 (2 reviews),,,unit8,website,missing_name,,,,info@serenitymoriom.com,,,,,,,,,,,,,,,,,,,,,,
Stress Release Expert - TheStressAndBurnoutClinic.net,https://thestressandburnoutclinic.net/,General Wellness,,,,"54 Quarry St, Guildford GU1 3UA, UK",,,9,"The business focuses on health and wellness, which aligns well with the client-facing nature of Unit 8.",wellness,07887 997321,5/5 (3 reviews),,,unit8,not_found,incomplete,,,,info@thestressandburnoutclinic.net,,,,,,,,,,,,,,,,,,,,,,
Bridget McConnell,http://bridgetmcconnell.com/,Mental Health,,,https://www.linkedin.com/in/bridgetmcconnellcreativecounselling2024/,"Surrey, The Holistic Centre",,,8,Suitable for client-facing health/wellness practices,wellness,07512 284620,,,,unit8,not_found,incomplete,,,false,info@bridgetmcconnell.com,,bridget.mcconnell@bridgetmcconnell.com | b.mcconnell@bridgetmcconnell.com | bridget@bridgetmcconnell.com | mcconnell@bridgetmcconnell.com | bridget_mcconnell@bridgetmcconnell.com | bridgetmcconnell@bridgetmcconnell.com | bridgetm@bridgetmcconnell.com | bm@bridgetmcconnell.com,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Bridget McConnell; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Laphin Thai Therapy,http://www.laphinthaitherapy.co.uk/,Massage Therapy,,,,"13 Woodruff Ave, Guildford GU1 1XS, UK",,,9,"Massage therapy requires a quiet, professional space for client treatments.",wellness,07785 935415,5/5 (28 reviews),,,unit8,website,missing_name,,,,info@mysite.com,,,,,,,,,,,,,,,,,,,,,,
ProHealth Osteopaths,https://prohealthosteopaths.co.uk/,Osteopathy,,,,"29, West Byfleet KT14 6RN, UK",,,9,"ProHealth Osteopaths requires clinical space for their practice, making them highly suitable for Unit 8.",clinic-target,07389 140146,5/5 (3 reviews),,,unit8,not_found,incomplete,,,,info@prohealthosteopaths.co.uk,,,,,,,,,,,,,,,,,,,,,,
AD Laboratories,http://www.adlaboratories.co.uk/,General Wellness,,,,"Guildford Rd, Woking GU22 7QU",,,5,Wellness focus but may be larger than suitable for Unit 8,wellness,01483 722994,4.8/5 (17 reviews),,,unit8,website,missing_name,,,,info@adlaboratories.co.uk,,,,,,,,,,,,,,,,,,,,,,
"York House Dental Practice - West Byfleet, Surrey",https://www.yorkhousedentalpractice.co.uk/,General Wellness,,,,"Lavender Park Rd, West Byfleet KT14 6ND, UK",,,8,Private dental practice suitable for client-facing health services,clinic-target,01932 348864,5/5 (304 reviews),,,unit8,website,missing_name,,,,info@yorkhousedentalpractice.co.uk,,,,,,,,,,,,,,,,,,,,,,
Aberdeen House Dental Practice,http://www.winningsmile.co.uk/,General Wellness,,,,"Grayshott, Hindhead GU26 6LD, UK",,,8,Suitable for client-facing health practice with a need for professional space,clinic-target,01428 605405,5/5 (12 reviews),,,unit8,companies_house,incomplete,,,false,info@winningsmile.co.uk,Aberdeen House,aberdeen.house@winningsmile.co.uk; a.house@winningsmile.co.uk; aberdeenh@winningsmile.co.uk; ah@winningsmile.co.uk; house@winningsmile.co.uk; aberdeen@winningsmile.co.uk; aberdeen_house@winningsmile.co.uk; aberdeenhouse@winningsmile.co.uk,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Aberdeen House; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
